id,Timestamp,RawLM35,vLM35,rawDiode,vDiode
0,288.771,2,0.0098,148,0.7234
1,289.021,1,0.0049,148,0.7234
2,289.271,0,0.0000,148,0.7234
3,289.521,1,0.0049,148,0.7234
4,289.771,2,0.0098,149,0.7283
5,290.021,0,0.0000,149,0.7283
6,290.271,0,0.0000,148,0.7234
7,290.521,0,0.0000,148,0.7234
8,290.771,0,0.0000,148,0.7234
9,291.021,0,0.0000,148,0.7234
10,291.271,1,0.0049,148,0.7234
11,291.521,1,0.0049,148,0.7234
12,291.771,3,0.0147,148,0.7234
13,292.021,2,0.0098,148,0.7234
14,292.271,5,0.0244,148,0.7234
15,292.521,0,0.0000,148,0.7234
16,292.771,0,0.0000,148,0.7234
17,293.021,2,0.0098,148,0.7234
18,293.271,2,0.0098,149,0.7283
19,293.521,0,0.0000,149,0.7283
20,293.771,4,0.0196,148,0.7234
21,294.021,0,0.0000,148,0.7234
22,294.272,0,0.0000,148,0.7234
23,294.522,0,0.0000,148,0.7234
24,294.772,1,0.0049,148,0.7234
25,295.022,0,0.0000,148,0.7234
26,295.272,1,0.0049,148,0.7234
27,295.522,1,0.0049,149,0.7283
28,295.772,3,0.0147,148,0.7234
29,296.022,2,0.0098,148,0.7234
30,296.272,1,0.0049,149,0.7283
31,296.522,1,0.0049,148,0.7234
32,296.772,0,0.0000,148,0.7234
33,297.022,1,0.0049,148,0.7234
34,297.272,1,0.0049,148,0.7234
35,297.522,0,0.0000,148,0.7234
36,297.772,0,0.0000,149,0.7283
37,298.022,0,0.0000,148,0.7234
38,298.272,0,0.0000,148,0.7234
39,298.522,0,0.0000,148,0.7234
40,298.772,1,0.0049,149,0.7283
41,299.022,1,0.0049,149,0.7283
42,299.272,1,0.0049,149,0.7283
43,299.522,0,0.0000,148,0.7234
44,299.772,2,0.0098,149,0.7283
45,300.022,1,0.0049,148,0.7234
46,300.272,0,0.0000,148,0.7234
47,300.522,0,0.0000,148,0.7234
48,300.772,0,0.0000,148,0.7234
