Timestamp,RawLM35,vLM35,rawDiode,vDiode
750,196.514,3,0.0147,148,0.7234
751,196.764,7,0.0342,148,0.7234
752,197.014,1,0.0049,148,0.7234
753,197.264,1,0.0049,148,0.7234
754,197.514,0,0.0000,148,0.7234
755,197.764,0,0.0000,148,0.7234
756,198.014,11,0.0538,148,0.7234
757,198.264,4,0.0196,148,0.7234
758,198.514,0,0.0000,148,0.7234
759,198.764,2,0.0098,148,0.7234
760,199.014,17,0.0831,148,0.7234
761,199.264,1,0.0049,148,0.7234
762,199.514,0,0.0000,148,0.7234
763,199.764,4,0.0196,148,0.7234
764,200.014,1,0.0049,148,0.7234
765,200.264,2,0.0098,148,0.7234
766,200.514,1,0.0049,148,0.7234
767,200.764,1,0.0049,148,0.7234
768,201.014,1,0.0049,148,0.7234
769,201.264,1,0.0049,148,0.7234
770,201.515,2,0.0098,148,0.7234
771,201.765,9,0.0440,148,0.7234
772,202.015,4,0.0196,148,0.7234
773,202.265,0,0.0000,148,0.7234
774,202.515,2,0.0098,148,0.7234
775,202.765,9,0.0440,148,0.7234
776,203.015,10,0.0489,148,0.7234
777,203.265,12,0.0587,148,0.7234
778,203.515,1,0.0049,148,0.7234
779,203.765,0,0.0000,148,0.7234
780,204.015,2,0.0098,148,0.7234
781,204.265,10,0.0489,148,0.7234
782,204.515,1,0.0049,148,0.7234
783,204.765,1,0.0049,148,0.7234
784,205.015,13,0.0635,148,0.7234
785,205.265,1,0.0049,148,0.7234
786,205.515,2,0.0098,148,0.7234
787,205.765,1,0.0049,148,0.7234
788,206.015,1,0.0049,148,0.7234
789,206.265,1,0.0049,148,0.7234
790,206.515,1,0.0049,148,0.7234
791,206.765,0,0.0000,148,0.7234
792,207.015,0,0.0000,148,0.7234
793,207.265,1,0.0049,148,0.7234
794,207.515,11,0.0538,148,0.7234
795,207.765,11,0.0538,148,0.7234
796,208.015,13,0.0635,148,0.7234
797,208.265,1,0.0049,148,0.7234
798,208.515,5,0.0244,148,0.7234
799,208.765,17,0.0831,148,0.7234
800,209.015,2,0.0098,148,0.7234
801,209.265,17,0.0831,148,0.7234
802,209.515,1,0.0049,148,0.7234
803,209.765,15,0.0733,148,0.7234
804,210.015,1,0.0049,148,0.7234
805,210.265,21,0.1026,148,0.7234
806,210.515,0,0.0000,148,0.7234
807,210.765,1,0.0049,148,0.7234
808,211.015,1,0.0049,148,0.7234
809,211.265,2,0.0098,148,0.7234
810,211.515,10,0.0489,148,0.7234
811,211.765,2,0.0098,148,0.7234
812,212.015,1,0.0049,148,0.7234
813,212.265,1,0.0049,148,0.7234
814,212.515,1,0.0049,148,0.7234
815,212.765,15,0.0733,148,0.7234
816,213.015,1,0.0049,148,0.7234
817,213.265,1,0.0049,148,0.7234
818,213.515,10,0.0489,148,0.7234
819,213.765,1,0.0049,148,0.7234
820,214.016,1,0.0049,148,0.7234
821,214.266,17,0.0831,148,0.7234
822,214.516,0,0.0000,148,0.7234
823,214.766,1,0.0049,148,0.7234
824,215.016,6,0.0293,148,0.7234
825,215.266,1,0.0049,148,0.7234
826,215.516,8,0.0391,148,0.7234
827,215.766,0,0.0000,148,0.7234
828,216.016,10,0.0489,148,0.7234
829,216.266,1,0.0049,148,0.7234
830,216.516,2,0.0098,148,0.7234
831,216.766,14,0.0684,148,0.7234
832,217.016,10,0.0489,148,0.7234
833,217.266,1,0.0049,148,0.7234
834,217.516,11,0.0538,148,0.7234
835,217.766,5,0.0244,148,0.7234
836,218.016,0,0.0000,148,0.7234
837,218.266,12,0.0587,148,0.7234
838,218.516,0,0.0000,148,0.7234
839,218.766,0,0.0000,148,0.7234
840,219.016,1,0.0049,148,0.7234
841,219.266,13,0.0635,148,0.7234
842,219.516,2,0.0098,148,0.7234
843,219.766,2,0.0098,148,0.7234
844,220.016,15,0.0733,148,0.7234
845,220.266,9,0.0440,148,0.7234
846,220.516,1,0.0049,148,0.7234
847,220.766,1,0.0049,148,0.7234
848,221.016,2,0.0098,148,0.7234
849,221.266,15,0.0733,148,0.7234
850,221.516,2,0.0098,148,0.7234
851,221.766,1,0.0049,148,0.7234
852,222.016,17,0.0831,148,0.7234
853,222.266,0,0.0000,148,0.7234
854,222.516,17,0.0831,148,0.7234
855,222.766,1,0.0049,148,0.7234
856,223.016,12,0.0587,148,0.7234
857,223.266,1,0.0049,148,0.7234
858,223.516,1,0.0049,148,0.7234
859,223.766,1,0.0049,148,0.7234
860,224.016,1,0.0049,148,0.7234
861,224.266,16,0.0782,148,0.7234
862,224.516,1,0.0049,148,0.7234
863,224.766,2,0.0098,148,0.7234
864,225.016,0,0.0000,148,0.7234
865,225.266,1,0.0049,148,0.7234
866,225.516,1,0.0049,148,0.7234
867,225.766,13,0.0635,148,0.7234
868,226.016,4,0.0196,148,0.7234
869,226.266,0,0.0000,148,0.7234
870,226.516,13,0.0635,148,0.7234
871,226.766,13,0.0635,148,0.7234
872,227.016,0,0.0000,148,0.7234
873,227.266,11,0.0538,148,0.7234
874,227.516,13,0.0635,148,0.7234
875,227.766,0,0.0000,148,0.7234
876,228.016,13,0.0635,148,0.7234
877,228.267,0,0.0000,148,0.7234
878,228.517,0,0.0000,148,0.7234
879,228.767,0,0.0000,148,0.7234
880,229.017,0,0.0000,148,0.7234
881,229.267,12,0.0587,148,0.7234
882,229.517,5,0.0244,148,0.7234
883,229.767,0,0.0000,148,0.7234
884,230.017,5,0.0244,148,0.7234
885,230.267,16,0.0782,148,0.7234
886,230.517,11,0.0538,148,0.7234
887,230.767,2,0.0098,148,0.7234
888,231.017,6,0.0293,148,0.7234
889,231.267,0,0.0000,148,0.7234
890,231.517,0,0.0000,148,0.7234
891,231.767,0,0.0000,148,0.7234
892,232.017,0,0.0000,148,0.7234
893,232.267,0,0.0000,148,0.7234
894,232.517,0,0.0000,148,0.7234
895,232.767,0,0.0000,148,0.7234
896,233.017,10,0.0489,148,0.7234
897,233.267,11,0.0538,148,0.7234
898,233.517,10,0.0489,148,0.7234
899,233.767,0,0.0000,148,0.7234
900,234.017,0,0.0000,148,0.7234
901,234.267,0,0.0000,148,0.7234
902,234.517,0,0.0000,148,0.7234
903,234.767,13,0.0635,148,0.7234
904,235.017,12,0.0587,148,0.7234
905,235.267,0,0.0000,148,0.7234
906,235.517,0,0.0000,148,0.7234
907,235.767,5,0.0244,148,0.7234
908,236.017,0,0.0000,148,0.7234
909,236.267,11,0.0538,148,0.7234
910,236.517,10,0.0489,148,0.7234
911,236.767,14,0.0684,148,0.7234
912,237.017,8,0.0391,148,0.7234
913,237.267,9,0.0440,148,0.7234
914,237.517,15,0.0733,148,0.7234
915,237.767,1,0.0049,148,0.7234
916,238.017,1,0.0049,148,0.7234
917,238.267,2,0.0098,148,0.7234
918,238.517,1,0.0049,148,0.7234
919,238.767,1,0.0049,148,0.7234
920,239.017,1,0.0049,148,0.7234
921,239.267,2,0.0098,148,0.7234
922,239.517,1,0.0049,148,0.7234
923,239.767,0,0.0000,148,0.7234
924,240.017,1,0.0049,148,0.7234
925,240.267,1,0.0049,148,0.7234
926,240.517,7,0.0342,148,0.7234
927,240.768,1,0.0049,148,0.7234
928,241.018,1,0.0049,148,0.7234
929,241.268,1,0.0049,148,0.7234
930,241.518,7,0.0342,148,0.7234
931,241.768,6,0.0293,148,0.7234
932,242.018,1,0.0049,148,0.7234
933,242.268,1,0.0049,148,0.7234
934,242.518,1,0.0049,148,0.7234
