Timestamp,Raw,Temp
104,607.00,2.97,145.91,911.00,4.45,813.39
105,607.00,2.97,145.91,911.00,4.45,813.39
106,608.00,2.97,146.51,911.00,4.45,813.39
107,611.00,2.99,148.30,912.00,4.46,821.62
108,612.00,2.99,148.91,912.00,4.46,821.62
109,613.00,3.00,149.51,912.00,4.46,821.62
110,614.00,3.00,150.12,912.00,4.46,821.62
111,615.00,3.01,150.74,913.00,4.46,830.00
112,621.00,3.04,154.48,914.00,4.47,838.53
113,620.00,3.03,153.85,914.00,4.47,838.53
114,615.00,3.01,150.74,912.00,4.46,821.62
115,612.00,2.99,148.91,912.00,4.46,821.62
116,615.00,3.01,150.74,912.00,4.46,821.62
117,614.00,3.00,150.12,912.00,4.46,821.62
118,616.00,3.01,151.35,913.00,4.46,830.00
119,613.00,3.00,149.51,912.00,4.46,821.62
120,612.00,2.99,148.91,912.00,4.46,821.62
121,612.00,2.99,148.91,912.00,4.46,821.62
122,612.00,2.99,148.91,912.00,4.46,821.62
123,612.00,2.99,148.91,911.00,4.45,813.39
124,617.00,3.02,151.97,913.00,4.46,830.00
125,619.00,3.03,153.22,913.00,4.46,830.00
126,617.00,3.02,151.97,913.00,4.46,830.00
127,615.00,3.01,150.74,912.00,4.46,821.62
128,617.00,3.02,151.97,913.00,4.46,830.00
129,618.00,3.02,152.59,913.00,4.46,830.00
130,620.00,3.03,153.85,914.00,4.47,838.53
131,622.00,3.04,155.11,914.00,4.47,838.53
132,625.00,3.05,157.04,915.00,4.47,847.22
133,626.00,3.06,157.68,916.00,4.48,856.07
134,618.00,3.02,152.59,913.00,4.46,830.00
135,620.00,3.03,153.85,913.00,4.46,830.00
136,616.00,3.01,151.35,912.00,4.46,821.62
137,614.00,3.00,150.12,912.00,4.46,821.62
138,612.00,2.99,148.91,911.00,4.45,813.39
139,612.00,2.99,148.91,911.00,4.45,813.39
140,611.00,2.99,148.30,911.00,4.45,813.39
141,611.00,2.99,148.30,911.00,4.45,813.39
142,610.00,2.98,147.70,910.00,4.45,805.31
143,607.00,2.97,145.91,910.00,4.45,805.31
144,607.00,2.97,145.91,909.00,4.44,797.37
145,607.00,2.97,145.91,910.00,4.45,805.31
146,614.00,3.00,150.12,912.00,4.46,821.62
147,609.00,2.98,147.10,910.00,4.45,805.31
148,608.00,2.97,146.51,910.00,4.45,805.31
149,608.00,2.97,146.51,909.00,4.44,797.37
150,608.00,2.97,146.51,909.00,4.44,797.37
151,608.00,2.97,146.51,909.00,4.44,797.37
152,608.00,2.97,146.51,908.00,4.44,789.57
153,607.00,2.97,145.91,908.00,4.44,789.57
154,607.00,2.97,145.91,908.00,4.44,789.57
155,608.00,2.97,146.51,908.00,4.44,789.57
156,607.00,2.97,145.91,908.00,4.44,789.57
157,607.00,2.97,145.91,908.00,4.44,789.57
158,607.00,2.97,145.91,908.00,4.44,789.57
159,606.00,2.96,145.32,907.00,4.43,781.90
160,606.00,2.96,145.32,907.00,4.43,781.90
161,606.00,2.96,145.32,907.00,4.43,781.90
162,606.00,2.96,145.32,907.00,4.43,781.90
163,606.00,2.96,145.32,907.00,4.43,781.90
